attrInteger,attrInteger,attrInteger,attrInteger
1728095,65,172809500,1728096
1976066,879,197606600,1976067
1326833,514,132683300,1326834
1022178,794,102217800,1022179
1613965,50,161396500,1613966
637013,259,63701300,637014
71613,65,7161300,71614
1420194,98,142019400,1420195
1187743,442,118774300,1187744
1291599,787,129159900,1291600
1442952,989,144295200,1442953
606447,923,60644700,606448
1920510,911,192051000,1920511
1182765,427,118276500,1182766
810,256,81000,811
952288,829,95228800,952289
1774940,914,177494000,1774941
793667,250,79366700,793668
1782205,66,178220500,1782206
1824829,66,182482900,1824830
88590,370,8859000,88591
566652,963,56665200,566653
918898,59,91889800,918899
1046575,118,104657500,1046576
1996915,905,199691500,1996916
1034357,67,103435700,1034358
372648,193,37264800,372649
1572831,305,157283100,1572832
1139677,666,113967700,1139667
1087729,984,108772900,1087730
985213,898,98521300,985214
1718874,259,171887400,1718875
146113,681,14611300,146114
537104,639,53710400,537105
1420868,290,142086800,1420869
935438,454,93543800,935439
1835886,782,183588600,1835887
1125824,92,112582400,1125825
1602288,720,160228800,1602289
1188036,299,118803600,1188037
1089110,492,108911000,1089111
501440,292,50144000,501441
1810601,125,181060100,1810602
1392516,819,139251600,1392517
635353,47,63535300,635354
269260,34,26926000,269261
833038,55,83303800,833039
135909,71,13590900,135910
1058682,289,105868200,1058683
1362851,473,136285100,1362852
599458,916,59945800,599459
294210,932,29421000,294211
36426,340,3642600,36427
1140434,398,114043400,1140435
99118,256,9911800,99119
198657,913,19865700,198658
414987,556,41498700,414988
306818,807,30681800,306808
604305,866,60430500,604306
1373883,668,137388300,1373884
252764,767,25276400,252765
379651,447,37965100,379652
322799,583,32279900,322800
45390,676,4539000,45391
1317980,298,131798000,1317981
1585967,315,158596700,1585968
192799,694,19279900,192800
978751,906,97875100,978752
1681725,482,168172500,1681726
1964635,301,196463500,1964636
1001314,133,100131400,1001315
948554,673,94855400,948555
7063,168,706300,7064
930390,980,93039000,930391
1292808,572,129280800,1292809
1589915,108,158991500,1589916
1256000,470,125600000,1256001
519220,666,51922000,519221
382451,580,38245100,382452
759992,794,75999200,759993
1716006,934,171600600,1716007
114934,884,11493400,114935
182151,497,18215100,182152
364479,269,36447900,364480
563374,896,56337400,563375
147081,726,14708100,147082
247954,514,24795400,247955
788644,563,78864400,788645
1163686,571,116368600,1163687
1287912,450,128791200,1287913
1160650,935,116065000,1160651
1182323,678,118232300,1182324
706339,702,70633900,706340
664029,319,66402900,664030
96453,363,9645300,96454
1083428,88,108342800,1083429
1471631,346,147163100,1471632
1212431,883,121243100,1212432
652329,721,65232900,652330
1240157,289,124015700,1240158
1327869,709,132786900,1327870
1270282,940,127028200,1270283
638456,841,63845600,638457
1549982,75,154998200,1549983
411241,435,41124100,411242
76862,853,7686200,76863
1259327,569,125932700,1259328
1744068,148,174406800,1744069
304409,565,30440900,304410
489388,874,48938800,489389
1051744,284,105174400,1051745
631703,720,63170300,631704
270569,212,27056900,270570
537688,99,53768800,537689
1652049,633,165204900,1652050
258985,602,25898500,258986
828964,492,82896400,828965
1295652,365,129565200,1295653
1434504,650,143450400,1434505
93524,889,9352400,93525
1450962,766,145096200,1450963
1587572,550,158757200,1587573
1992544,896,199254400,1992545
58822,498,5882200,58823
675866,487,67586600,675867
99779,185,9977900,99780
1713950,119,171395000,1713951
1275531,566,127553100,1275532
1044323,172,104432300,1044324
1099775,92,109977500,1099776
1588615,271,158861500,1588616
1888618,964,188861800,1888619
710480,486,71048000,710481
452743,273,45274300,452744
831214,886,83121400,831215
533827,597,53382700,533828
949348,874,94934800,949349
9262,808,926200,9263
589259,95,58925900,589260
586200,757,58620000,586201
1925346,409,192534600,1925347
1271637,452,127163700,1271638
1318837,78,131883700,1318838
277956,798,27795600,277957
397403,613,39740300,397404
1281082,858,128108200,1281083
1231618,689,123161800,1231619
759665,847,75966500,759666
1093215,391,109321500,1093216
615200,499,61520000,615201
1267036,960,126703600,1267037
783311,351,78331100,783312
1675275,564,167527500,1675265
1572055,620,157205500,1572056
1258960,829,125896000,1258961
1293293,241,129329300,1293294
1541575,962,154157500,1541576
9739,8,973900,9740
1775315,244,177531500,1775316
1005893,530,100589300,1005894
1137393,830,113739300,1137394
1455726,679,145572600,1455727
1161053,644,116105300,1161054
498861,657,49886100,498862
1538142,881,153814200,1538143
254848,626,25484800,254849
1352990,832,135299000,1352991
207502,576,20750200,207503
1413039,499,141303900,1413040
311032,692,31103200,311033
333033,624,33303300,333034
920691,595,92069100,920692
1833508,915,183350800,1833509
1297576,387,129757600,1297577
266179,742,26617900,266180
109120,404,10912000,109121
264845,37,26484500,264846
1644476,260,164447600,1644477
521044,451,52104400,521045
442714,520,44271400,442715
210897,957,21089700,210898
1978697,413,197869700,1978698
11752,998,1175200,11753
618718,26,61871800,618719
985231,671,98523100,985232
1063556,502,106355600,1063557
397243,434,39724300,397244
133858,541,13385800,133859
4195,687,419500,4196
1895769,682,189576900,1895770
891158,839,89115800,891159
1104508,249,110450800,1104509
352323,335,35232300,352324
220989,783,22098900,220990
356412,935,35641200,356413
1993212,324,199321200,1993213
1797235,227,179723500,1797236
260968,342,26096800,260969
1012501,927,101250100,1012502
807449,994,80744900,807450
479882,14,47988200,479872
1562204,552,156220400,1562205
192291,438,19229100,192292
690945,858,69094500,690946
1443536,819,144353600,1443537
1375844,956,137584400,1375845
1405106,12,140510600,1405107
459969,329,45996900,459970
1085750,609,108575000,1085751
1633571,597,163357100,1633572
1095272,923,109527200,1095273
997873,910,99787300,997874
115255,471,11525500,115256
1093315,407,109331500,1093316
539815,935,53981500,539816
266498,867,26649800,266499
998109,405,99810900,998110
1849180,28,184918000,1849181
1745286,928,174528600,1745287
573724,466,57372400,573725
598902,411,59890200,598903
1767692,386,176769200,1767693
1868615,977,186861500,1868616
330422,883,33042200,330423
1968092,958,196809200,1968093
591304,710,59130400,591305
1565441,476,156544100,1565442
879647,353,87964700,879648
1676758,112,167675800,1676759
1626760,46,162676000,1626761
1820502,971,182050200,1820503
1355471,142,135547100,1355472
51047,19,5104700,51048
124732,858,12473200,124733
1611668,9,161166800,1611669
1104026,266,110402600,1104027
78896,109,7889600,78897
259287,647,25928700,259288
1805082,695,180508200,1805083
618055,711,61805500,618056
1843626,265,184362600,1843627
1724649,797,172464900,1724650
549702,878,54970200,549703
90506,687,9050600,90507
806330,683,80633000,806331
1456519,566,145651900,1456520
1082132,533,108213200,1082133
1852597,924,185259700,1852598
1200745,287,120074500,1200746
431257,258,43125700,431258
1855468,492,185546800,1855469
254727,765,25472700,254728
26717,695,2671700,26718
989366,898,98936600,989367
151918,248,15191800,151919
1326281,12,132628100,1326282
1245980,805,124598000,1245981
1870319,393,187031900,1870320
147444,94,14744400,147445
1322203,768,132220300,1322204
1724750,278,172475000,1724751
58409,466,5840900,58410
635385,301,63538500,635386
1136099,378,113609900,1136100
1556140,97,155614000,1556130
886908,101,88690800,886909
1672485,685,167248500,1672486
251100,880,25110000,251101
923165,615,92316500,923166
284151,559,28415100,284152
1990199,34,199019900,1990200
1200861,837,120086100,1200862
178863,158,17886300,178864
1568948,130,156894800,1568949
1421497,407,142149700,1421487
295131,44,29513100,295132
1840171,616,184017100,1840172
1739821,398,173982100,1739822
396623,279,39662300,396624
358485,759,35848500,358486
1373858,326,137385800,1373859
1781458,402,178145800,1781459
1749100,812,174910000,1749101
243228,952,24322800,243229
15766,6,1576600,15767
1094531,622,109453100,1094532
676197,73,67619700,676198
219537,972,21953700,219538
1826958,5,182695800,1826959
1872522,122,187252200,1872523
300471,595,30047100,300472
1405840,848,140584000,1405841
413105,689,41310500,413106
1981164,251,198116400,1981165
453042,175,45304200,453043
1470669,144,147066900,1470670
160881,947,16088100,160882
1624958,915,162495800,1624959
636676,242,63667600,636677
1523528,256,152352800,1523529
1736020,510,173602000,1736021
1891620,349,189162000,1891621
449484,296,44948400,449485
843700,389,84370000,843701
900336,300,90033600,900337
854261,952,85426100,854262
1974900,508,197490000,1974901
982642,225,98264200,982643
602351,179,60235100,602352
487461,192,48746100,487462
639046,724,63904600,639047
1653946,817,165394600,1653947
1205011,801,120501100,1205012
1367162,327,136716200,1367163
712481,345,71248100,712471
1912387,882,191238700,1912388
1101242,863,110124200,1101243
723118,696,72311800,723119
686096,913,68609600,686097
1732470,263,173247000,1732460
1729419,276,172941900,1729420
628162,614,62816200,628163
1974123,13,197412300,1974124
1381557,434,138155700,1381558
1815742,92,181574200,1815743
442312,417,44231200,442313
1373990,616,137399000,1373991
1584,728,158400,1585
685225,443,68522500,685226
1613734,114,161373400,1613735
1793034,965,179303400,1793035
388354,216,38835400,388355
1502266,559,150226600,1502267
730813,28,73081300,730814
285727,24,28572700,285728
967598,771,96759800,967599
1980199,335,198019900,1980200
732734,521,73273400,732735
1256092,12,125609200,1256093
1668814,650,166881400,1668815
76389,820,7638900,76390
693904,515,69390400,693905
1732655,520,173265500,1732656
1322944,148,132294400,1322945
1970109,652,197010900,1970110
1716190,617,171619000,1716191
1714541,919,171454100,1714542
722366,872,72236600,722367
1681494,776,168149400,1681495
1756979,172,175697900,1756980
1151064,368,115106400,1151065
897470,218,89747000,897471
720046,610,72004600,720047
1191254,391,119125400,1191255
1230521,499,123052100,1230522
1251480,58,125148000,1251481
1668265,845,166826500,1668266
1138292,227,113829200,1138293
1284441,343,128444100,1284442
1736344,54,173634400,1736345
181399,21,18139900,181400
1905129,298,190512900,1905130
1842621,664,184262100,1842622
1549428,989,154942800,1549429
951878,351,95187800,951879
11191,347,1119100,11192
512790,669,51279000,512791
597814,435,59781400,597815
1602852,482,160285200,1602853
1810711,94,181071100,1810712
528759,150,52875900,528760
531493,373,53149300,531494
325195,921,32519500,325196
561912,306,56191200,561913
969991,845,96999100,969992
1503169,243,150316900,1503170
733489,761,73348900,733490
971843,796,97184300,971844
1171203,469,117120300,1171204
319685,502,31968500,319675
1457078,768,145707800,1457079
1702167,547,170216700,1702168
1550948,412,155094800,1550949
1992112,152,199211200,1992113
1948823,795,194882300,1948824
1524235,408,152423500,1524236
627880,146,62788000,627881
1133172,761,113317200,1133173
1439585,47,143958500,1439586
14591,145,1459100,14592
393988,233,39398800,393989
1930572,366,193057200,1930573
1721399,59,172139900,1721389
838655,811,83865500,838656
1919740,823,191974000,1919741
1788169,456,178816900,1788170
1165298,346,116529800,1165299
121854,471,12185400,121855
1422559,187,142255900,1422560
143700,970,14370000,143701
377539,654,37753900,377540
1604825,714,160482500,1604826
1232402,994,123240200,1232403
841851,742,84185100,841852
1758076,474,175807600,1758077
1331888,259,133188800,1331889
1493997,214,149399700,1493998
1979387,834,197938700,1979388
844129,36,84412900,844130
1712463,558,171246300,1712464
820388,634,82038800,820389
398078,479,39807800,398079
31575,292,3157500,31576
889513,986,88951300,889514
1597249,965,159724900,1597250
766323,324,76632300,766324
1996016,916,199601600,1996017
970567,400,97056700,970568
299864,959,29986400,299865
258239,405,25823900,258240
1483330,631,148333000,1483331
1572071,996,157207100,1572072
219760,56,21976000,219761
1500213,427,150021300,1500214
117466,459,11746600,117467
1782796,273,178279600,1782797
440216,348,44021600,440217
1085249,296,108524900,1085250
477625,673,47762500,477626
142226,541,14222600,142227
1214769,544,121476900,1214770
288188,434,28818800,288189
717012,492,71701200,717013
1626977,930,162697700,1626978
1018834,705,101883400,1018835
641854,990,64185400,641855
1589052,749,158905200,1589053
853458,833,85345800,853459
100000,460,10000000,100001
1004586,115,100458600,1004587
820393,836,82039300,820394
1865817,631,186581700,1865818
934928,961,93492800,934929
165235,359,16523500,165236
1759360,169,175936000,1759361
335836,469,33583600,335837
846990,813,84699000,846991
948332,33,94833200,948333
1265441,506,126544100,1265442
1678983,227,167898300,1678984
251829,556,25182900,251830
789043,231,78904300,789044
1560034,831,156003400,1560035
1616604,78,161660400,1616605
882053,802,88205300,882054
562243,723,56224300,562244
1031090,319,103109000,1031091
1370925,952,137092500,1370926
669934,176,66993400,669935
1839900,192,183990000,1839901
320645,707,32064500,320646
1543631,325,154363100,1543632
755865,181,75586500,755866
884499,620,88449900,884500
236100,360,23610000,236101
120822,860,12082200,120823
889872,322,88987200,889873
311176,636,31117600,311177
624524,385,62452400,624525
1226685,951,122668500,1226686
859338,975,85933800,859339
476021,239,47602100,476022
510020,642,51002000,510010
841199,952,84119900,841200
1307968,311,130796800,1307969
442602,162,44260200,442603
1850930,857,185093000,1850931
1249112,849,124911200,1249113
1749110,930,174911000,1749111
1015090,371,101509000,1015091
460915,676,46091500,460916
138072,818,13807200,138073
1956083,208,195608300,1956084
835598,23,83559800,835599
1276139,785,127613900,1276140
714285,128,71428500,714286
356544,862,35654400,356545
285199,345,28519900,285200
1832026,364,183202600,1832027
477871,608,47787100,477872
263483,803,26348300,263484
40848,288,4084800,40849
1851147,10,185114700,1851148
1959242,412,195924200,1959243
986145,77,98614500,986146
1325136,295,132513600,1325137
382942,5,38294200,382943
5812,763,581200,5813
1947505,909,194750500,1947506
1911320,378,191132000,1911321
1275933,529,127593300,1275934
104643,211,10464300,104644
1678807,526,167880700,1678797
819139,899,81913900,819140
1573181,427,157318100,1573182
254808,35,25480800,254809
1477034,248,147703400,1477035
1959555,425,195955500,1959556
329376,55,32937600,329377
26066,194,2606600,26067
1157367,509,115736700,1157368
1034174,453,103417400,1034175
682617,860,68261700,682618
683342,239,68334200,683343
1681978,850,168197800,1681979
627588,284,62758800,627589
1587714,268,158771400,1587715
2035,71,203500,2036
1442606,360,144260600,1442607
284228,815,28422800,284229
1741574,342,174157400,1741575
370482,735,37048200,370483
907907,616,90790700,907908
1094143,837,109414300,1094144
868869,670,86886900,868870
513001,64,51300100,513002
97115,788,9711500,97116
1201635,381,120163500,1201636
1734843,367,173484300,1734844
1762716,164,176271600,1762717
1156273,77,115627300,1156274
756442,109,75644200,756443
815403,637,81540300,815404
19119,781,1911900,19120
1474322,948,147432200,1474323
126734,424,12673400,126735
606281,391,60628100,606282
845133,0,84513300,845134
1450913,387,145091300,1450914
1992729,789,199272900,1992730
1288333,684,128833300,1288334
564337,130,56433700,564338
323824,672,32382400,323825
1898685,291,189868500,1898686
240362,354,24036200,240363
1783123,224,178312300,1783124
1401408,73,140140800,1401409
567493,662,56749300,567494
1332036,1,133203600,1332037
120283,684,12028300,120284
1265696,289,126569600,1265697
1819953,160,181995300,1819954
1562359,211,156235900,1562360
1203715,193,120371500,1203716
1517525,334,151752500,1517526
890116,237,89011600,890117
1526078,636,152607800,1526079
1109139,50,110913900,1109140
135591,813,13559100,135592
1297518,223,129751800,1297519
249795,709,24979500,249796
180429,954,18042900,180430
759170,799,75917000,759171
1237802,681,123780200,1237803
135082,953,13508200,135083
1585271,926,158527100,1585272
772993,6,77299300,772994
1895529,415,189552900,1895530
886669,699,88666900,886670
1154128,697,115412800,1154129
1108807,898,110880700,1108808
545850,338,54585000,545851
656740,992,65674000,656741
236332,973,23633200,236333
1467511,926,146751100,1467512
1165630,623,116563000,1165631
148838,356,14883800,148839
1726810,377,172681000,1726811
1151729,891,115172900,1151719
1774601,745,177460100,1774602
743887,629,74388700,743888
429760,727,42976000,429761
507723,366,50772300,507724
1721777,914,172177700,1721778
1335617,662,133561700,1335618
1792292,702,179229200,1792293
425605,180,42560500,425606
1061,3,106100,1062
994081,242,99408100,994082
75036,719,7503600,75037
1292527,729,129252700,1292528
1582653,815,158265300,1582654
562006,196,56200600,562007
1616071,846,161607100,1616072
1666676,600,166667600,1666677
1120254,385,112025400,1120244
651676,110,65167600,651677
1474131,219,147413100,1474132
1471507,980,147150700,1471508
182586,479,18258600,182587
71106,352,7110600,71107
1037298,956,103729800,1037299
1348393,599,134839300,1348394
356984,266,35698400,356985
1656239,648,165623900,1656240
838854,140,83885400,838855
1359048,828,135904800,1359049
849562,187,84956200,849563
1391355,205,139135500,1391356
356892,373,35689200,356893
750512,724,75051200,750513
1229368,994,122936800,1229369
1598384,89,159838400,1598385
1581075,194,158107500,1581065
611839,511,61183900,611840
887400,1,88740000,887401
882449,925,88244900,882450
176635,146,17663500,176636
1290553,461,129055300,1290554
1110020,433,111002000,1110021
1299361,398,129936100,1299362
307491,67,30749100,307492
1636577,161,163657700,1636578
127098,264,12709800,127099
1325091,668,132509100,1325092
967708,514,96770800,967709
594271,382,59427100,594272
1686244,318,168624400,1686245
680824,779,68082400,680825
138772,544,13877200,138773
1649151,25,164915100,1649152
1683851,107,168385100,1683852
1150744,939,115074400,1150745
950891,491,95089100,950892
1727991,475,172799100,1727992
1346565,681,134656500,1346566
193588,50,19358800,193589
1053611,602,105361100,1053612
1109896,891,110989600,1109897
887641,43,88764100,887642
901258,225,90125800,901259
439079,615,43907900,439080
359812,983,35981200,359813
209319,911,20931900,209320
867283,398,86728300,867284
1409575,333,140957500,1409576
1397848,821,139784800,1397849
1048021,970,104802100,1048022
1141430,422,114143000,1141431
1110832,991,111083200,1110833
738399,783,73839900,738400
519905,727,51990500,519906
944081,263,94408100,944082
378280,265,37828000,378281
1084558,8,108455800,1084559
1898997,634,189899700,1898998
136702,16,13670200,136703
1090412,173,109041200,1090413
1614772,728,161477200,1614773
537378,48,53737800,537379
514038,150,51403800,514039
515119,734,51511900,515120
444148,517,44414800,444149
157677,196,15767700,157678
977807,748,97780700,977808
515933,959,51593300,515934
1139760,306,113976000,1139761
431079,245,43107900,431080
299093,227,29909300,299094
1118845,943,111884500,1118846
89926,16,8992600,89927
368270,284,36827000,368271
1303626,915,130362600,1303627
500116,204,50011600,500117
811094,652,81109400,811084
912193,844,91219300,912194
495911,321,49591100,495912
1592501,522,159250100,1592502
901326,154,90132600,901327
292352,655,29235200,292353
1739103,163,173910300,1739104
513581,866,51358100,513582
545428,44,54542800,545429
863150,893,86315000,863151
1531714,102,153171400,1531715
887234,297,88723400,887235
1942662,460,194266200,1942652
980093,99,98009300,980094
1263865,893,126386500,1263855
1800350,580,180035000,1800351
204765,10,20476500,204766
611047,518,61104700,611048
337957,69,33795700,337958
497459,255,49745900,497460
378977,41,37897700,378978
808990,846,80899000,808991
1080948,205,108094800,1080949
885684,519,88568400,885674
994932,165,99493200,994933
775831,617,77583100,775832
1564792,648,156479200,1564793
1423997,542,142399700,1423998
1476019,400,147601900,1476020
1039193,687,103919300,1039194
417615,116,41761500,417616
1122750,628,112275000,1122751
745053,843,74505300,745054
1477611,608,147761100,1477612
1068421,236,106842100,1068422
1726983,642,172698300,1726984
1723042,599,172304200,1723043
836097,903,83609700,836098
1702789,680,170278900,1702790
373333,987,37333300,373334
844204,988,84420400,844205
1428902,702,142890200,1428903
251601,770,25160100,251602
1120755,425,112075500,1120756
1640661,675,164066100,1640662
1695475,719,169547500,1695476
1991271,771,199127100,1991272
628939,513,62893900,628940
50358,980,5035800,50359
699145,25,69914500,699146
1835776,290,183577600,1835777
140039,55,14003900,140040
237125,277,23712500,237126
1656383,371,165638300,1656384
89797,746,8979700,89798
1671102,862,167110200,1671103
1052259,622,105225900,1052260
44693,156,4469300,44694
1951070,432,195107000,1951071
319952,191,31995200,319953
959806,423,95980600,959807
208400,90,20840000,208401
219521,653,21952100,219522
1677254,963,167725400,1677255
834959,248,83495900,834949
1444692,174,144469200,1444693
1838483,684,183848300,1838484
41154,450,4115400,41155
1380836,162,138083600,1380837
85276,126,8527600,85277
1591076,128,159107600,1591077
433379,46,43337900,433380
981979,848,98197900,981980
594273,845,59427300,594274
1482919,230,148291900,1482920
515388,445,51538800,515389
547279,206,54727900,547280
1778136,48,177813600,1778137
869016,789,86901600,869017
284438,737,28443800,284439
1748448,994,174844800,1748449
831071,421,83107100,831072
81704,245,8170400,81705
1353589,923,135358900,1353590
145869,344,14586900,145870
569881,216,56988100,569882
342674,177,34267400,342675
824736,29,82473600,824737
1115390,833,111539000,1115391
1384359,733,138435900,1384360
185111,390,18511100,185112
1547598,517,154759800,1547599
845004,289,84500400,845005
613028,10,61302800,613029
1837939,861,183793900,1837929
497249,509,49724900,497250
554701,165,55470100,554702
1737219,382,173721900,1737220
928881,542,92888100,928882
1743467,266,174346700,1743468
1423578,373,142357800,1423579
1318351,688,131835100,1318352
1535195,167,153519500,1535196
1073788,602,107378800,1073789
198459,265,19845900,198460
184936,683,18493600,184937
81768,927,8176800,81769
1223919,657,122391900,1223920
1277847,92,127784700,1277848
892631,110,89263100,892632
273764,901,27376400,273765
1740452,183,174045200,1740453
39987,504,3998700,39988
179811,927,17981100,179812
1007489,592,100748900,1007490
735183,883,73518300,735184
356000,15,35600000,356001
1347858,605,134785800,1347859
100095,400,10009500,100096
1156919,717,115691900,1156920
914132,27,91413200,914133
1109075,355,110907500,1109076
1636557,140,163655700,1636558
1663771,639,166377100,1663772
1389345,532,138934500,1389346
700703,864,70070300,700704
1633730,720,163373000,1633731
532810,650,53281000,532800
1155044,212,115504400,1155045
1296088,973,129608800,1296089
1659058,542,165905800,1659059
478430,578,47843000,478431
586140,334,58614000,586141
727796,307,72779600,727797
551112,415,55111200,551113
355524,302,35552400,355525
1480379,987,148037900,1480380
1428565,156,142856500,1428566
13576,793,1357600,13577
1251653,256,125165300,1251643
794531,342,79453100,794532
1090858,128,109085800,1090859
1129289,928,112928900,1129290
1635810,161,163581000,1635811
354140,631,35414000,354141
829091,863,82909100,829092
1670508,279,167050800,1670509
996872,749,99687200,996873
220823,953,22082300,220824
1970968,938,197096800,1970969
1418537,238,141853700,1418538
286678,76,28667800,286679
232289,410,23228900,232290
534688,580,53468800,534689
196547,843,19654700,196548
1864666,710,186466600,1864667
1054966,575,105496600,1054967
874554,588,87455400,874555
83458,701,8345800,83459
1144890,704,114489000,1144891
1631928,71,163192800,1631929
203303,669,20330300,203304
1659396,135,165939600,1659397
1280333,54,128033300,1280334
1226524,436,122652400,1226525
1603015,469,160301500,1603016
1411096,325,141109600,1411097
1098964,561,109896400,1098965
1565991,670,156599100,1565992
546013,37,54601300,546014
304792,268,30479200,304793
789176,859,78917600,789177
1802045,789,180204500,1802046
252794,181,25279400,252795
1346861,356,134686100,1346862
915454,240,91545400,915455
29196,590,2919600,29197
1987339,355,198733900,1987340
847508,460,84750800,847498
526909,552,52690900,526910
1684848,741,168484800,1684849
1875660,289,187566000,1875661
1188249,460,118824900,1188250
1028235,601,102823500,1028225
783259,20,78325900,783260
1301253,385,130125300,1301254
885730,151,88573000,885731
60406,305,6040600,60407
1590921,821,159092100,1590922
1678515,55,167851500,1678516
408695,521,40869500,408696
1326264,689,132626400,1326265
562520,25,56252000,562521
1006795,897,100679500,1006796
907106,640,90710600,907107
665211,825,66521100,665212
295474,527,29547400,295475
713184,877,71318400,713185
154325,165,15432500,154326
568827,970,56882700,568828
1036539,997,103653900,1036540
1230852,338,123085200,1230853
778993,766,77899300,778994
440139,922,44013900,440140
903968,255,90396800,903958
949002,672,94900200,949003
1412396,892,141239600,1412397
1876244,808,187624400,1876245
1253282,523,125328200,1253283
1083422,745,108342200,1083423
467242,850,46724200,467243
1618323,766,161832300,1618324
1420411,6,142041100,1420412
235006,246,23500600,235007
1576677,174,157667700,1576678
270172,384,27017200,270173
1937258,661,193725800,1937259
1845976,292,184597600,1845977
653227,123,65322700,653217
1739593,160,173959300,1739594
1119668,867,111966800,1119669
1587707,425,158770700,1587708
1058086,877,105808600,1058087
1580218,874,158021800,1580219
1063515,177,106351500,1063516
512163,504,51216300,512164
308175,571,30817500,308165
525214,911,52521400,525215
1806642,537,180664200,1806643
840487,101,84048700,840488
900972,918,90097200,900973
1372052,798,137205200,1372053
52894,943,5289400,52895
991213,872,99121300,991214
1964078,150,196407800,1964079
129295,505,12929500,129296
987934,331,98793400,987935
255709,824,25570900,255710
653257,578,65325700,653258
1799024,399,179902400,1799025
1130234,824,113023400,1130235
1479003,32,147900300,1479004
766017,401,76601700,766018
7997,735,799700,7998
1440186,966,144018600,1440187
495939,18,49593900,495940
576046,976,57604600,576047
947764,446,94776400,947765
935489,634,93548900,935490
1759624,426,175962400,1759625
1185377,961,118537700,1185378
1060133,447,106013300,1060134
1892303,841,189230300,1892304
1785259,750,178525900,1785260
584366,392,58436600,584367
1484124,754,148412400,1484125
515015,598,51501500,515016
878401,755,87840100,878402
509960,887,50996000,509961
1637478,504,163747800,1637479
101656,853,10165600,101657
1573200,496,157320000,1573201
727268,816,72726800,727269
616706,134,61670600,616707
1910800,818,191080000,1910801
1043245,607,104324500,1043246
276091,350,27609100,276092
707839,283,70783900,707840
1415777,684,141577700,1415778
134103,720,13410300,134104
188914,794,18891400,188915
825514,653,82551400,825515
538290,79,53829000,538291
300832,441,30083200,300833
1799963,864,179996300,1799964
848693,329,84869300,848694
881256,913,88125600,881257
547486,52,54748600,547487
1596577,802,159657700,1596578
1670629,716,167062900,1670630
610988,487,61098800,610989
1515809,482,151580900,1515810
16074,904,1607400,16075
148081,449,14808100,148082
883114,548,88311400,883104
820301,415,82030100,820302
649316,649,64931600,649317
389309,36,38930900,389310
855072,362,85507200,855073
1891406,771,189140600,1891407
1812648,893,181264800,1812649
312181,381,31218100,312182
914828,459,91482800,914829
1213649,565,121364900,1213650
677345,695,67734500,677346
1415201,116,141520100,1415202
317797,923,31779700,317798
196952,806,19695200,196953
8149,732,814900,8150
1176795,155,117679500,1176796
746102,577,74610200,746103
454829,711,45482900,454830
1266597,609,126659700,1266598
444100,982,44410000,444101
970597,349,97059700,970598
452175,938,45217500,452176
1363306,723,136330600,1363307
795102,218,79510200,795103
1712340,652,171234000,1712341
694603,851,69460300,694593
1515392,43,151539200,1515393
585063,975,58506300,585064
1942000,904,194200000,1942001
1503951,857,150395100,1503952
701793,568,70179300,701794
1401106,904,140110600,1401107
144766,834,14476600,144767
802932,589,80293200,802933
652172,730,65217200,652173
439421,824,43942100,439422
410016,163,41001600,410017
1741987,669,174198700,1741988
66163,453,6616300,66164
804226,524,80422600,804227
1982449,791,198244900,1982450
1547157,261,154715700,1547147
1265758,932,126575800,1265759
637132,787,63713200,637133
286669,756,28666900,286670
20006,485,2000600,20007
120657,951,12065700,120658
86072,361,8607200,86073
1059224,893,105922400,1059225
401600,492,40160000,401601
304314,77,30431400,304315
1913141,179,191314100,1913142
1274383,489,127438300,1274384
1342537,709,134253700,1342538
209465,808,20946500,209466
1241634,757,124163400,1241635
956577,158,95657700,956578
1493270,253,149327000,1493271
504039,311,50403900,504040
239480,584,23948000,239481
1736860,413,173686000,1736861
1070844,965,107084400,1070845
138328,919,13832800,138329
1057952,444,105795200,1057953
695800,133,69580000,695801
1565326,844,156532600,1565327
623857,368,62385700,623858
1676431,298,167643100,1676432
1468278,197,146827800,1468279
1442255,562,144225500,1442256
306751,8,30675100,306752
458567,698,45856700,458568
1956963,752,195696300,1956964
285472,870,28547200,285473
1010459,327,101045900,1010460
1362314,145,136231400,1362315
133655,661,13365500,133656
1394388,645,139438800,1394389
1267567,995,126756700,1267568
776295,467,77629500,776296
1670562,117,167056200,1670563
1317320,491,131732000,1317321
311264,817,31126400,311265
680023,960,68002300,680024
781549,980,78154900,781550
120751,768,12075100,120752
1852068,920,185206800,1852069
931876,17,93187600,931877
1148748,915,114874800,1148738
680589,330,68058900,680590
142698,960,14269800,142699
666923,170,66692300,666924
1302501,986,130250100,1302502
1811530,194,181153000,1811531
1879320,348,187932000,1879321
1040863,415,104086300,1040853
498240,725,49824000,498241
1067220,657,106722000,1067221
1537554,835,153755400,1537555
1921015,202,192101500,1921016
1037372,423,103737200,1037373
1873861,906,187386100,1873862
1708640,935,170864000,1708641
21065,212,2106500,21066
824931,494,82493100,824932
1790374,49,179037400,1790375
231359,712,23135900,231360
155260,476,15526000,155261
1061748,421,106174800,1061749
35218,610,3521800,35219
196933,605,19693300,196934
1008093,976,100809300,1008094
274951,34,27495100,274952
1859554,438,185955400,1859555
1073534,423,107353400,1073535
1454057,55,145405700,1454058
891059,370,89105900,891060
1042071,988,104207100,1042072
1637927,665,163792700,1637928
887245,62,88724500,887246
